BL,BZ,CSDK,DD,DLYK,DTJ,DTMDQ,GL,GT,HQL,JFDQ,JM,LC,LHS,NW,PZ,STSS,WZ,XD,YA,YG,ZHDQ,ZJK,ZSGMT
1.43,1.135,2.464,1.474,1.493333333,3.075,1.278333333,0.853333333,1.031666667,1.598333333,1.375,2.481666667,2.1618983334800004,2.92,3.218333333,1.21,2.386666667,1.093333333,1.185,0.971666667,3.14,3.068333333,1.205,1.553333333
1.512,1.072,2.572,1.39,1.694,3.024,1.364,0.71,1.158,1.396,1.396,3.13,2.1618983334800004,3.462,2.634,1.252,2.516,1.06,1.138,1.07,3.206,2.004,1.206,1.552
1.191666667,1.091666667,2.541666667,1.152,1.92,3.001666667,1.313333333,0.811666667,1.23,1.478333333,1.181666667,3.071666667,2.1618983334800004,3.816666667,2.828333333,1.206666667,2.463333333,1.26,1.1,0.901666667,3.111666667,2.37,1.086666667,1.426666667
1.233333333,1.011666667,3.318333333,1.154,1.753333333,3.275,1.303333333,0.763333333,1.178333333,1.151666667,1.221666667,3.2025,2.1618983334800004,3.204,2.763333333,1.331666667,2.441666667,1.095,1.063333333,0.775,3.083333333,2.258333333,1.238333333,1.471666667
1.125,0.85,2.42,1.05,1.735,3.2,1.305,1.125,1.08,1.655,1.065,3.21619,2.1618983334800004,3.435,2.66,1.275,2.485,1.1,1.085,0.765,2.985,1.59,1.17,1.425
1.1235416666666667,0.8642176870816326,2.4172916666666664,1.091273469387755,1.7408027210816328,3.2075,1.3164285714285713,1.1213541666666667,1.1020680272040817,1.6801122448979593,1.0679591836734694,3.22988,2.1618983334800004,3.44390625,2.6666145833333337,1.2863061224489796,2.4895816326530613,1.1155986394489796,1.0913605442244898,0.7693229166666666,3.002708333333333,1.5993197278979592,1.1909455782244898,1.4270748299387757
1.1220833333333333,0.8784353741632653,2.4145833333333333,1.1325469387755103,1.7466054421632653,3.2150000000000003,1.3278571428571428,1.1177083333333333,1.1241360544081633,1.7052244897959183,1.0709183673469387,3.24357,2.1618983334800004,3.4528125,2.6732291666666668,1.297612244897959,2.4941632653061223,1.1311972788979592,1.0977210884489796,0.7736458333333334,3.0204166666666667,1.6086394557959185,1.2118911564489796,1.429149659877551
1.120625,0.892653061244898,2.4118749999999998,1.1738204081632653,1.752408163244898,3.2225,1.3392857142857142,1.1140625,1.146204081612245,1.7303367346938776,1.0738775510204082,3.25726,2.1618983334800004,3.46171875,2.6798437500000003,1.3089183673469387,2.4987448979591838,1.146795918346939,1.1040816326734693,0.77796875,3.038125,1.6179591836938776,1.2328367346734694,1.4312244898163267
1.1191666666666666,0.9068707483265306,2.4091666666666667,1.2150938775510205,1.7582108843265307,3.23,1.3507142857142858,1.1104166666666666,1.1682721088163266,1.7554489795918367,1.0768367346938774,3.27095,2.1618983334800004,3.470625,2.6864583333333334,1.3202244897959183,2.5033265306122447,1.1623945577959185,1.110442176897959,0.7822916666666667,3.055833333333333,1.627278911591837,1.253782312897959,1.433299319755102
1.1177083333333333,0.9210884354081632,2.406458333333333,1.2563673469387755,1.7640136054081634,3.2375000000000003,1.362142857142857,1.1067708333333333,1.1903401360204082,1.780561224489796,1.079795918367347,3.28464,2.1618983334800004,3.47953125,2.693072916666667,1.3315306122448978,2.507908163265306,1.177993197244898,1.116802721122449,0.7866145833333333,3.0735416666666664,1.636598639489796,1.2747278911224489,1.4353741496938777
1.11625,0.9353061224897959,2.40375,1.2976408163265307,1.769816326489796,3.245,1.3735714285714284,1.103125,1.2124081632244899,1.8056734693877552,1.0827551020408164,3.29833,2.1618983334800004,3.4884375,2.6996875,1.3428367346938774,2.512489795918367,1.1935918366938776,1.1231632653469388,0.7909375,3.09125,1.645918367387755,1.2956734693469387,1.437448979632653
1.1147916666666666,0.9495238095714286,2.4010416666666665,1.3389142857142857,1.7756190475714286,3.2525,1.385,1.0994791666666666,1.2344761904285715,1.8307857142857142,1.0857142857142856,3.31202,2.1618983334800004,3.49734375,2.7063020833333336,1.354142857142857,2.5170714285714286,1.2091904761428571,1.1295238095714286,0.7952604166666667,3.1089583333333333,1.6552380952857144,1.3166190475714286,1.4395238095714287
1.1133333333333333,0.9637414966530612,2.3983333333333334,1.380187755102041,1.7814217686530613,3.2600000000000002,1.3964285714285714,1.0958333333333334,1.2565442176326531,1.8558979591836735,1.088673469387755,3.32571,2.1618983334800004,3.50625,2.7129166666666666,1.3654489795918368,2.5216530612244896,1.224789115591837,1.1358843537959185,0.7995833333333333,3.1266666666666665,1.6645578231836735,1.3375646257959184,1.441598639510204
1.111875,0.9779591837346939,2.395625,1.421461224489796,1.787224489734694,3.2675,1.407857142857143,1.0921875,1.2786122448367347,1.8810102040816328,1.0916326530612244,3.3394,2.1618983334800004,3.51515625,2.71953125,1.3767551020408162,2.526234693877551,1.2403877550408164,1.142244898020408,0.80390625,3.1443749999999997,1.6738775510816328,1.3585102040204082,1.4436734694489797
1.1104166666666666,0.9921768708163266,2.392916666666667,1.4627346938775512,1.7930272108163265,3.275,1.4192857142857143,1.0885416666666667,1.3006802720408164,1.9061224489795918,1.0945918367346938,3.35309,2.1618983334800004,3.5240625,2.7261458333333333,1.3880612244897959,2.530816326530612,1.255986394489796,1.148605442244898,0.8082291666666667,3.1620833333333334,1.683197278979592,1.3794557822448978,1.445748299387755
1.1089583333333333,1.0063945578979592,2.3902083333333333,1.5040081632653062,1.7988299318979593,3.2825,1.4307142857142856,1.0848958333333334,1.322748299244898,1.931234693877551,1.0975510204081633,3.3667800000000003,2.1618983334800004,3.53296875,2.732760416666667,1.3993673469387755,2.5353979591836735,1.2715850339387755,1.1549659864693878,0.8125520833333333,3.1797916666666666,1.692517006877551,1.4004013604693877,1.4478231293265307
1.1075,1.0206122449795918,2.3875,1.5452816326530612,1.804632652979592,3.29,1.4421428571428572,1.08125,1.3448163264489796,1.9563469387755101,1.1005102040816326,3.38047,2.1618983334800004,3.541875,2.739375,1.410673469387755,2.5399795918367345,1.287183673387755,1.1613265306938776,0.816875,3.1975,1.7018367347755103,1.4213469386938775,1.449897959265306
1.1060416666666666,1.0348299320612244,2.3847916666666666,1.5865551020408164,1.8104353740612247,3.2975000000000003,1.4535714285714285,1.0776041666666667,1.3668843536530613,1.9814591836734694,1.103469387755102,3.3941600000000003,2.1618983334800004,3.55078125,2.7459895833333334,1.4219795918367346,2.544561224489796,1.3027823128367348,1.1676870749183674,0.8211979166666666,3.215208333333333,1.7111564626734694,1.4422925169183674,1.4519727892040817
1.1045833333333333,1.049047619142857,2.382083333333333,1.6278285714285716,1.8162380951428572,3.305,1.4649999999999999,1.0739583333333333,1.388952380857143,2.0065714285714287,1.1064285714285713,3.4078500000000003,2.1618983334800004,3.5596875,2.752604166666667,1.4332857142857143,2.549142857142857,1.3183809522857144,1.174047619142857,0.8255208333333334,3.2329166666666667,1.7204761905714288,1.4632380951428572,1.454047619142857
1.103125,1.0632653062244897,2.379375,1.6691020408163266,1.8220408162244899,3.3125,1.4764285714285714,1.0703125,1.4110204080612245,2.031683673469388,1.1093877551020408,3.4215400000000002,2.1618983334800004,3.5685937500000002,2.75921875,1.4445918367346937,2.5537244897959184,1.333979591734694,1.1804081633673469,0.82984375,3.250625,1.7297959184693878,1.484183673367347,1.4561224490816327
1.1016666666666666,1.0774829933061225,2.3766666666666665,1.7103755102040816,1.8278435373061226,3.3200000000000003,1.4878571428571428,1.0666666666666667,1.4330884352653062,2.0567959183673468,1.11234693877551,3.4352300000000002,2.1618983334800004,3.5775,2.7658333333333336,1.4558979591836734,2.5583061224489794,1.3495782311836735,1.1867687075918367,0.8341666666666667,3.268333333333333,1.7391156463673472,1.5051292515918369,1.4581972790204083
1.1002083333333332,1.0917006803877551,2.3739583333333334,1.7516489795918369,1.833646258387755,3.3275,1.4992857142857143,1.0630208333333333,1.4551564624693878,2.081908163265306,1.1153061224489795,3.44892,2.1618983334800004,3.58640625,2.7724479166666667,1.467204081632653,2.562887755102041,1.365176870632653,1.1931292518163266,0.8384895833333333,3.2860416666666663,1.7484353742653063,1.5260748298163265,1.4602721089591837
1.09875,1.1059183674693878,2.37125,1.792922448979592,1.8394489794693878,3.335,1.5107142857142857,1.059375,1.4772244896734694,2.1070204081632653,1.118265306122449,3.46261,2.1618983334800004,3.5953125,2.7790625,1.4785102040816325,2.567469387755102,1.3807755100816328,1.1994897960408164,0.8428125,3.30375,1.7577551021632654,1.5470204080408163,1.4623469388979593
1.0972916666666666,1.1201360545510204,2.3685416666666668,1.834195918367347,1.8452517005510205,3.3425000000000002,1.522142857142857,1.0557291666666666,1.499292516877551,2.1321326530612246,1.1212244897959183,3.4763,2.1618983334800004,3.6042187500000002,2.7856770833333333,1.4898163265306121,2.5720510204081632,1.3963741495306123,1.205850340265306,0.8471354166666667,3.321458333333333,1.7670748300612247,1.5679659862653061,1.4644217688367347
1.0958333333333334,1.134353741632653,2.3658333333333332,1.875469387755102,1.8510544216326532,3.35,1.5335714285714286,1.0520833333333333,1.5213605440816327,2.157244897959184,1.1241836734693877,3.48999,2.1618983334800004,3.613125,2.792291666666667,1.5011224489795918,2.5766326530612242,1.4119727889795919,1.2122108844897959,0.8514583333333333,3.3391666666666664,1.7763945579591838,1.588911564489796,1.4664965987755103
1.094375,1.1485714287142856,2.363125,1.9167428571428573,1.8568571427142857,3.3575,1.545,1.0484375,1.5434285712857143,2.1823571428571427,1.127142857142857,3.50368,2.1618983334800004,3.62203125,2.79890625,1.5124285714285715,2.5812142857142857,1.4275714284285714,1.2185714287142857,0.8557812499999999,3.3568749999999996,1.7857142858571429,1.6098571427142858,1.4685714287142857
1.0929166666666668,1.1627891157959183,2.3604166666666666,1.9580163265306125,1.8626598637959184,3.365,1.5564285714285715,1.0447916666666668,1.565496598489796,2.207469387755102,1.1301020408163265,3.51737,2.1618983334800004,3.6309375,2.8055208333333335,1.523734693877551,2.5857959183673467,1.443170067877551,1.2249319729387755,0.8601041666666667,3.3745833333333333,1.7950340137551022,1.6308027209387754,1.4706462586530613
1.0914583333333334,1.177006802877551,2.3577083333333335,1.9992897959183675,1.8684625848775511,3.3725,1.5678571428571428,1.0411458333333334,1.5875646256938776,2.232581632653061,1.133061224489796,3.53106,2.1618983334800004,3.63984375,2.8121354166666666,1.5350408163265306,2.590377551020408,1.4587687073265307,1.2312925171632654,0.8644270833333333,3.3922916666666665,1.8043537416530613,1.6517482991632653,1.4727210885918367
1.09,1.1912244899591837,2.355,2.0405632653061225,1.8742653059591838,3.38,1.5792857142857142,1.0375,1.6096326528979592,2.2576938775510205,1.1360204081632652,3.54475,2.1618983334800004,3.64875,2.81875,1.5463469387755102,2.594959183673469,1.4743673467755103,1.2376530613877552,0.86875,3.4099999999999997,1.8136734695510206,1.672693877387755,1.4747959185306123
1.0885416666666667,1.2054421770408164,2.3522916666666664,2.0818367346938778,1.8800680270408163,3.3875,1.5907142857142857,1.0338541666666667,1.6317006801020408,2.2828061224489797,1.1389795918367347,3.55844,2.1618983334800004,3.65765625,2.825364583333333,1.5576530612244897,2.5995408163265306,1.4899659862244898,1.2440136056122448,0.8730729166666666,3.4277083333333334,1.8229931974489797,1.693639455612245,1.4768707484693877
1.0870833333333334,1.219659864122449,2.3495833333333334,2.123110204081633,1.885870748122449,3.395,1.602142857142857,1.0302083333333334,1.6537687073061225,2.3079183673469386,1.141938775510204,3.57213,2.1618983334800004,3.6665625,2.8319791666666667,1.5689591836734693,2.6041224489795916,1.5055646256734694,1.2503741498367347,0.8773958333333334,3.4454166666666666,1.832312925346939,1.7145850338367348,1.4789455784081633
1.085625,1.2338775512040816,2.346875,2.1643836734693878,1.8916734692040817,3.4025,1.6135714285714284,1.0265625,1.675836734510204,2.333030612244898,1.1448979591836734,3.58582,2.1618983334800004,3.67546875,2.8385937500000002,1.580265306122449,2.608704081632653,1.521163265122449,1.2567346940612245,0.88171875,3.463125,1.841632653244898,1.7355306120612246,1.4810204083469387
1.0841666666666667,1.2480952382857142,2.3441666666666667,2.205657142857143,1.8974761902857145,3.41,1.625,1.0229166666666667,1.6979047617142857,2.358142857142857,1.147857142857143,3.59951,2.1618983334800004,3.684375,2.8452083333333333,1.5915714285714286,2.613285714285714,1.5367619045714287,1.2630952382857144,0.8860416666666666,3.480833333333333,1.8509523811428572,1.7564761902857144,1.4830952382857143
1.0827083333333334,1.2623129253673468,2.341458333333333,2.246930612244898,1.903278911367347,3.4175,1.6364285714285713,1.0192708333333333,1.7199727889183674,2.3832551020408164,1.1508163265306122,3.6132,2.1618983334800004,3.69328125,2.851822916666667,1.602877551020408,2.6178673469387754,1.5523605440204082,1.2694557825102042,0.8903645833333333,3.498541666666666,1.8602721090408165,1.7774217685102043,1.4851700682244897
1.08125,1.2765306124489797,2.33875,2.288204081632653,1.9090816324489797,3.425,1.647857142857143,1.015625,1.742040816122449,2.4083673469387756,1.1537755102040816,3.62689,2.1618983334800004,3.7021875,2.8584375,1.6141836734693877,2.6224489795918364,1.5679591834693878,1.2758163267346938,0.8946875,3.51625,1.8695918369387756,1.7983673467346941,1.4872448981632653
1.0797916666666667,1.290748299530612,2.3360416666666666,2.3294775510204087,1.9148843535306124,3.4325,1.6592857142857143,1.0119791666666667,1.7641088433265306,2.4334795918367345,1.156734693877551,3.64058,2.1618983334800004,3.71109375,2.8650520833333335,1.6254897959183672,2.627030612244898,1.5835578229183673,1.2821768709591836,0.8990104166666666,3.533958333333333,1.8789115648367347,1.8193129249591837,1.489319728102041
1.0783333333333334,1.304965986612245,2.3333333333333335,2.3707510204081634,1.9206870746122449,3.44,1.6707142857142858,1.0083333333333333,1.7861768705306122,2.4585918367346937,1.1596938775510204,3.65427,2.1618983334800004,3.72,2.8716666666666666,1.6367959183673468,2.631612244897959,1.5991564623673469,1.2885374151836735,0.9033333333333333,3.5516666666666663,1.888231292734694,1.8402585031836736,1.4913945580408163
1.076875,1.3191836736938776,2.330625,2.412024489795918,1.9264897956938776,3.4475,1.6821428571428572,1.0046875,1.8082448977346939,2.483704081632653,1.1626530612244896,3.66796,2.1618983334800004,3.72890625,2.87828125,1.6481020408163265,2.6361938775510203,1.6147551018163266,1.2948979594081633,0.90765625,3.569375,1.8975510206326534,1.8612040814081634,1.4934693879795917
1.0754166666666667,1.3334013607755102,2.327916666666667,2.453297959183674,1.9322925167755103,3.455,1.6935714285714285,1.0010416666666666,1.8303129249387755,2.5088163265306123,1.1656122448979591,3.68165,2.1618983334800004,3.7378125,2.884895833333333,1.6594081632653062,2.6407755102040813,1.6303537412653062,1.3012585036326532,0.9119791666666667,3.587083333333333,1.9068707485306124,1.882149659632653,1.4955442179183673
1.0739583333333333,1.3476190478571428,2.3252083333333333,2.4945714285714287,1.938095237857143,3.4625,1.705,0.9973958333333334,1.8523809521428571,2.5339285714285715,1.1685714285714286,3.69534,2.1618983334800004,3.74671875,2.8915104166666667,1.6707142857142856,2.6453571428571427,1.6459523807142857,1.307619047857143,0.9163020833333333,3.6047916666666664,1.9161904764285715,1.9030952378571429,1.497619047857143
1.0725,1.3618367349387754,2.3225,2.535844897959184,1.9438979589387757,3.4699999999999998,1.7164285714285714,0.99375,1.8744489793469388,2.5590408163265304,1.1715306122448979,3.7090300000000003,2.1618983334800004,3.755625,2.8981250000000003,1.6820204081632653,2.6499387755102037,1.6615510201632655,1.3139795920816326,0.920625,3.6224999999999996,1.9255102043265309,1.9240408160816327,1.4996938777959183
1.0710416666666667,1.3760544220204083,2.3197916666666667,2.577118367346939,1.9497006800204082,3.4775,1.7278571428571428,0.9901041666666667,1.8965170065510204,2.5841530612244896,1.1744897959183673,3.72272,2.1618983334800004,3.76453125,2.9047395833333334,1.693326530612245,2.654520408163265,1.6771496596122448,1.3203401363061225,0.9249479166666666,3.640208333333333,1.93482993222449,1.9449863943061225,1.501768707734694
1.0695833333333333,1.3902721091020407,2.317083333333333,2.618391836734694,1.955503401102041,3.485,1.7392857142857143,0.9864583333333333,1.918585033755102,2.609265306122449,1.1774489795918366,3.7364100000000002,2.1618983334800004,3.7734375,2.9113541666666665,1.7046326530612244,2.659102040816326,1.6927482990612246,1.3267006805306123,0.9292708333333333,3.6579166666666665,1.944149660122449,1.9659319725306124,1.5038435376734693
1.068125,1.4044897961836735,2.314375,2.659665306122449,1.9613061221836736,3.4924999999999997,1.7507142857142857,0.9828125,1.9406530609591837,2.634377551020408,1.180408163265306,3.7500999999999998,2.1618983334800004,3.78234375,2.91796875,1.715938775510204,2.6636836734693876,1.7083469385102041,1.3330612247551021,0.93359375,3.6756249999999997,1.9534693880204084,1.9868775507551022,1.505918367612245
1.0666666666666667,1.4187074832653062,2.3116666666666665,2.7009387755102043,1.967108843265306,3.5,1.762142857142857,0.9791666666666667,1.9627210881632653,2.6594897959183674,1.1833673469387755,3.76379,2.1618983334800004,3.79125,2.9245833333333335,1.7272448979591837,2.6682653061224486,1.7239455779591837,1.339421768979592,0.9379166666666666,3.693333333333333,1.9627891159183675,2.007823128979592,1.5079931975510203
1.0652083333333333,1.4329251703469388,2.3089583333333334,2.742212244897959,1.9729115643469388,3.5075,1.7735714285714286,0.9755208333333334,1.984789115367347,2.6846020408163263,1.1863265306122448,3.77748,2.1618983334800004,3.80015625,2.9311979166666666,1.7385510204081633,2.67284693877551,1.7395442174081635,1.3457823132040816,0.9422395833333334,3.7110416666666666,1.9721088438163268,2.028768707204082,1.510068027489796
1.06375,1.4471428574285714,2.30625,2.783485714285715,1.9787142854285715,3.515,1.7850000000000001,0.971875,2.0068571425714286,2.709714285714286,1.1892857142857143,3.79117,2.1618983334800004,3.8090625,2.9378125,1.7498571428571428,2.677428571428571,1.7551428568571428,1.3521428574285714,0.9465625,3.72875,1.9814285717142859,2.0497142854285717,1.5121428574285714
1.0622916666666666,1.461360544510204,2.303541666666667,2.8247591836734696,1.9845170065102042,3.5225,1.7964285714285715,0.9682291666666667,2.02892516977551,2.734826530612245,1.1922448979591835,3.80486,2.1618983334800004,3.81796875,2.9444270833333333,1.7611632653061224,2.6820102040816325,1.7707414963061225,1.3585034016530613,0.9508854166666667,3.746458333333333,1.9907482996122452,2.0706598636530615,1.514217687367347
1.0608333333333333,1.4755782315918369,2.3008333333333333,2.866032653061225,1.9903197275918367,3.53,1.8078571428571428,0.9645833333333333,2.050993196979592,2.759938775510204,1.195204081632653,3.81855,2.1618983334800004,3.8268750000000002,2.951041666666667,1.7724693877551019,2.6865918367346935,1.786340135755102,1.364863945877551,0.9552083333333333,3.764166666666666,2.0000680275102045,2.091605441877551,1.5162925173061224
1.059375,1.4897959186734693,2.298125,2.90730612244898,1.9961224486734694,3.5375,1.8192857142857144,0.9609375,2.0730612241836734,2.7850510204081633,1.1981632653061225,3.83224,2.1618983334800004,3.83578125,2.95765625,1.7837755102040815,2.691173469387755,1.8019387752040816,1.371224490102041,0.95953125,3.7818749999999994,2.0093877554081634,2.1125510201020408,1.518367347244898
1.0579166666666666,1.5040136057551021,2.2954166666666667,2.948579591836735,2.001925169755102,3.545,1.8307142857142857,0.9572916666666667,2.095129251387755,2.810163265306122,1.2011224489795918,3.84593,2.1618983334800004,3.8446875,2.9642708333333334,1.7950816326530612,2.695755102040816,1.8175374146530614,1.3775850343265308,0.9638541666666667,3.799583333333333,2.0187074833061227,2.1334965983265306,1.5204421771836734
1.0564583333333333,1.5182312928367345,2.2927083333333336,2.98985306122449,2.0077278908367346,3.5524999999999998,1.842142857142857,0.9536458333333333,2.1171972785918367,2.835275510204082,1.2040816326530612,3.85962,2.1618983334800004,3.85359375,2.9708854166666665,1.8063877551020409,2.7003367346938774,1.8331360541020407,1.3839455785510204,0.9681770833333333,3.8172916666666663,2.0280272112040816,2.1544421765510204,1.522517007122449
1.055,1.5324489799183674,2.29,3.0311265306122452,2.0135306119183674,3.56,1.8535714285714286,0.95,2.1392653057959183,2.8603877551020407,1.2070408163265305,3.87331,2.1618983334800004,3.8625,2.9775,1.8176938775510205,2.704918367346939,1.8487346935510205,1.3903061227755102,0.9724999999999999,3.835,2.037346939102041,2.1753877547755103,1.5245918370612244
1.0535416666666666,1.546666667,2.2872916666666665,3.0724,2.019333333,3.5675,1.865,0.9463541666666667,2.161333333,2.8855,1.21,3.887,1.919,3.87140625,2.9841145833333336,1.829,2.7095,1.864333333,1.396666667,0.9768229166666667,3.852708333333333,2.046666667,2.196333333,1.526666667
1.0520833333333333,1.498,2.2845833333333334,3.2755,1.901666667,3.316833333,1.736666667,0.9427083333333334,1.794833333,2.368333333,1.126666667,3.623166667,1.961166667,3.8803125,2.9907291666666667,1.925666667,2.705,1.901166667,1.421666667,0.9811458333333333,3.8704166666666664,2.741666667,2.1895,1.386666667
1.050625,1.43,2.281875,3.371666667,1.924166667,3.463833333,1.718333333,0.9390625,1.845166667,2.160166667,1.181666667,3.137166667,1.8395,3.88921875,2.99734375,1.745666667,2.6625,1.785833333,1.466666667,0.98546875,3.8881249999999996,4.133333333,2.399,1.35
1.0491666666666666,1.406666667,2.279166666666667,3.3535,2.038666667,3.16,1.675,0.9354166666666667,1.22,2.011,1.31,3.522833333,1.834166667,3.898125,3.0039583333333333,1.8275,2.4025,1.6725,1.33,0.9897916666666666,3.905833333333333,2.08,2.473166667,1.341666667
1.0477083333333332,1.5375,2.2764583333333333,3.626166667,2.083833333,3.530333333,1.928333333,0.9317708333333333,1.227333333,2.36675,1.363333333,3.598333333,1.774166667,3.90703125,3.010572916666667,1.954333333,2.898333333,1.682,1.38,0.9941145833333334,3.9235416666666665,2.33,2.4475,1.556666667
1.04625,1.443333333,2.27375,3.704333333,2.410666667,3.235666667,1.918333333,0.9281250000000001,1.345833333,2.3075,1.333333333,3.751166667,1.693,3.9159375,3.0171875,2.282833333,2.970166667,1.63,1.351666667,0.9984375,3.9412499999999997,2.1025,2.351833333,1.5725
1.0447916666666666,1.371666667,2.2710416666666666,3.396666667,2.355,3.077166667,2.248333333,0.9244791666666667,1.041833333,2.511,1.771666666,3.948,1.687833333,3.92484375,3.0238020833333334,2.6645,3.125,1.640666667,1.293333333,1.0027604166666666,3.958958333333333,2.698333333,2.428166667,1.385
1.0433333333333334,1.448333333,2.2683333333333335,3.182,2.495,3.309666667,2.405,0.9208333333333334,1.115666667,2.362666667,2.21,4.122666667,1.8995,3.93375,3.0304166666666665,1.635333333,3.161666667,1.6325,1.31,1.0070833333333333,3.9766666666666666,2.14,2.373,1.495
1.041875,1.464,2.265625,3.135666667,2.328333333,3.616333333,2.415,0.9171875,1.264666667,2.4,1.971666667,3.868333333,1.777666667,3.9426562499999998,3.03703125,2.219166667,2.990333333,1.556666667,1.401666667,1.01140625,3.994375,1.996666667,2.461333333,1.62
1.0404166666666668,1.356666667,2.262916666666667,3.2505,2.4,3.699333333,2.466666667,0.9135416666666667,1.390833333,2.216666667,1.993333333,4.1835,1.852,3.9515625,3.043645833333333,2.338333333,2.928,1.588666667,1.373333333,1.0157291666666666,4.012083333333333,2.081666667,2.271166667,1.5025
1.0389583333333334,1.366666667,2.2602083333333334,3.0925,2.34,3.0695,2.358333333,0.9098958333333333,1.311166667,2.364,1.863333333,4.112,1.813,3.96046875,3.0502604166666667,2.177166667,2.858833333,1.420666667,1.366666667,1.0200520833333333,4.029791666666666,2.855,2.413333333,1.451666667
1.0375,1.403333333,2.2575000000000003,3.038666667,2.205,4.251,2.183333333,0.90625,1.552833333,2.5835,1.7,4.976666667,1.8915,3.969375,3.056875,2.3125,2.969333333,1.167666667,1.368333333,1.024375,4.047499999999999,2.985,2.321833333,1.388333333
1.0360416666666667,1.548333333,2.2547916666666667,2.982333333,2.203333333,3.7775,2.081666667,0.9026041666666667,1.903,2.460666667,1.921666667,5.278833333,1.837833333,3.97828125,3.0634895833333333,2.6055,2.722333333,1.2105,1.388333333,1.0286979166666668,4.065208333333333,2.975,2.265,1.223333333
1.0345833333333334,1.395,2.252083333333333,3.011666667,2.123333333,3.703333333,2.043333333,0.8989583333333333,1.5905,2.633166667,2.028333333,5.190166667,1.8995,3.9871875,3.070104166666667,2.8985,2.8095,0.825,1.43,1.0330208333333333,4.082916666666666,3.06,2.190166667,1.205
